record_id,resource_name,author_name,url,resource_subtype,final_readiness_index_tier,final_tier_reason_details,relevance_status,documentation_status_clean,license_status_clean,subject_area,grade_span,grade_span_group,population_stakeholder,educational_use_case,license_status,documentation_status,row_count_or_size,author_institution,institution_country,artifact_location,original_information,dataset_artifact_status,dataset_artifact_evidence,public_good_dataset_confidence,public_good_dataset_confidence_reason,discovery_date,discovery_source,notes,publication_date,fit_score,is_downloadable,verification_note
hf_framework_da8f0a594ec9,MathDial: A Dialogue Tutoring Dataset with Rich Pedagogical Properties Grounded in Math Reasoning Problems,,https://huggingface.co/papers/2305.14536,Dataset,Ready: relevance + documentation + license clear,Ready: relevance + documentation + license clear. Relevance: Strong K-12 relevance; Documentation: Sufficient documentation; License: Open/reusable license.,Strong K-12 relevance,Sufficient documentation,Open/reusable license,Math,K-12,K-12 or pre-K-12,general students,"Training automatic dialogue tutors for math, by providing teacher-student tutoring dialogues grounded in multi-step math reasoning problems.",Open (CC BY-SA 4.0),Sufficient for review,,ETH Zurich,Switzerland,GitHub linked from paper/project page,"Evidence: Hugging Face paper: While automatic dialogue tutors hold great potential in making education personalized and more accessible, research on such systems has been hampered by a lack of sufficiently large and high-quality datasets. Collecting such datasets remains challenging, as recording tutoring sessions raises privacy concerns and crowdsourcing leads to insufficient data quality. To address this, we propose a framework to generate such dialogues by pairing human teachers with a Large Language Model (LLM) prompted to represent common student errors. We describe how we use this framework to col | Artifact: GitHub linked from paper/project page | Notes: Artifact is linked from paper/project evidence; verify external repository before reuse. License/reuse rights need verification. Verify: license; artifact location; resource subtype. Cross-reference resolved: MathDial HF dataset and chat-formatted companion identified.",Dataset/artifact likely available,Paper-linked row includes dataset/artifact evidence or external repository reference.,High - public-good dataset evidence + education relevance + documentation/license clear,"Dataset/artifact evidence, education relevance, sufficient documentation, and open/reusable license are present in captured evidence.",,,,,,True,v18 - verified
hf_framework_d2415ef75e5f,EdNet: A Large-Scale Hierarchical Dataset in Education,,https://huggingface.co/papers/1912.03072,Dataset,Near Ready: license insufficient; relevance + documentation clear,Near Ready: license insufficient; relevance + documentation clear. Relevance: Education relevance; grade span unclear or broader than K-12; Documentation: Sufficient documentation; License: Noncommercial/reuse constrained.,Education relevance; grade span unclear or broader than K-12,Sufficient documentation,Noncommercial/reuse constrained,Cross-subject / general education,adult/professional,Postsecondary / adult / other,general students; adult learners,Knowledge tracing; learning path recommendation; data-driven AIEd research; benchmarking intelligent tutoring systems (ITS) models.,Non-commercial (CC BY-NC 4.0),Sufficient for review,,Riiid,South Korea,Paper page; external artifact needs verification,"Evidence: Hugging Face paper: With advances in Artificial Intelligence in Education (AIEd) and the ever-growing scale of Interactive Educational Systems (IESs), data-driven approach has become a common recipe for various tasks such as knowledge tracing and learning path recommendation. Unfortunately, collecting real students' interaction data is often challenging, which results in the lack of public large-scale benchmark dataset reflecting a wide variety of student behaviors in modern IESs. Although several datasets, such as ASSISTments, Junyi Academy, Synthetic and STATICS, are publicly available and w | Artifact: Paper page; external artifact needs verification | Notes: Artifact is linked from paper/project evidence; verify external repository before reuse. Verify: artifact location; resource subtype.",Dataset/artifact likely available,Paper-linked row includes dataset/artifact evidence or external repository reference.,Medium - plausible dataset public good; one or more factors need verification,"Dataset/artifact evidence is present, but license, documentation, access, or grade-span relevance still needs verification.",,,,,,True,v18 - verified
hf_dataset_ed443e33efcb,K-12 Enhanced Educational Dataset with School Directory Integration,,https://huggingface.co/datasets/robworks-software/k12-enhanced-with-school-directory,Dataset,Near Ready: documentation insufficient; relevance + license clear,"Downgraded after consistency audit: education relevance is plausible, but the combined/generated educational and school-directory construction needs provenance verification before Ready status.",Strong K-12 relevance,Partial documentation,Open/reusable license,Mathematics; General,K-12,K-12 or pre-K-12,general students; teachers/educators; parents,"Building comprehensive educational AI systems, multi-task learning (Assessment Creation, Learning Objective Generation, Misconception Detection, Standard Explanation, Standards QA), Teacher Support Systems, Student Information Systems, Parent Communication Tools",Open (CC BY 4.0),Sufficient for review,2489,Robworks Software,USA,Hugging Face dataset repository,"Evidence: Hugging Face dataset: # K-12 Enhanced Educational Dataset with School Directory Integration ## 🎯 **The Crown Jewel of Educational AI Datasets** This is the **most comprehensive K-12 educational dataset available**, uniquely combining detailed curriculum standards with verified school administrative data. The dataset enables **multi-task learning** across both educational content and school operations, making it ideal for building comprehensive educational AI systems. ## 📊 Dataset Overview - **Total Records**: 2,489 - **Task Types**: 5 distinct educational tasks - **Grade Coverage**: 13 grade l | Artifact: Hugging Face dataset repository | Notes: Artifact location: Hugging Face dataset repository.",Dataset/artifact likely available,Hugging Face dataset repository URL plus retained dataset inventory row.,Medium - plausible dataset public good; one or more factors need verification,"Dataset/artifact evidence is present, but license, documentation, access, or grade-span relevance still needs verification.",,,,2025-09-19,,True,v18 - verified
hf_dataset_d0bc0c0a0979,Texas K-12 Comprehensive Educational Standards Dataset (TEKS),,https://huggingface.co/datasets/robworks-software/texas-k12-curriculum-standards-teks,Dataset,Near Ready: documentation insufficient; relevance + license clear,"Downgraded after consistency audit: K-12 standards relevance is clear, but source/provenance and transformation of TEKS content should be verified before Ready status.",Strong K-12 relevance,Partial documentation,Open/reusable license,"English Language Arts & Reading; Mathematics; Science; Social Studies; Languages Other Than English; Health Education; Physical Education; Fine Arts; Economics; Technology Applications; Spanish Language Arts & ESL; Career & Technical Education (Agriculture, Food & Natural Resources; Architecture & Construction; Arts, A/V Technology & Communications; Business Management & Administration; Finance; Health Science; Human Services; Information Technology; Manufacturing; Marketing; Transportation & Logistics; Energy)",K-12,K-12 or pre-K-12,general students; special education students; gifted & talented students; English learners,Educational AI development; curriculum alignment; assessment creation; learning objective generation; policy research; curriculum development,Open (CC BY 4.0),Sufficient for review,15040,Robworks Software,USA,Hugging Face dataset repository,"Evidence: Hugging Face dataset: # 🤠 Texas K-12 Comprehensive Educational Standards Dataset ## 📊 Dataset Overview The most comprehensive Texas K-12 educational dataset ever created, containing **15,040 learning objectives** spanning ALL 20 educational areas including TEKS chapters, specialized programs, and student support services. This ultra-comprehensive version 4.0 covers every aspect of the Texas K-12 educational ecosystem and incorporates the latest 2024-2025 policy updates, including STAAR testing reforms and revised standards implementations. ### 🎯 Key Features - **📚 Complete TEKS Coverage**: ALL | Artifact: Hugging Face dataset repository | Notes: Artifact location: Hugging Face dataset repository.",Dataset/artifact likely available,Hugging Face dataset repository URL plus retained dataset inventory row.,Medium - plausible dataset public good; one or more factors need verification,"Dataset/artifact evidence is present, but license, documentation, access, or grade-span relevance still needs verification.",,,,2025-09-19,,True,v18 - verified
hf_dataset_55bbf4306275,California K-12 Comprehensive Educational Standards Dataset,,https://huggingface.co/datasets/robworks-software/california-k12-comprehensive,Dataset,Near Ready: documentation insufficient; relevance + license clear,"Downgraded after consistency audit: K-12 standards relevance is clear, but source/provenance and transformation of standards content should be verified before Ready status.",Strong K-12 relevance,Partial documentation,Open/reusable license,English Language Arts; Mathematics; Science (NGSS); English Language Development; History-Social Science; Visual & Performing Arts; Health Education; Environmental Education; Physical Education; Career Technical Education; World Languages; Ethnic Studies; Computer Science; School Library,TK-12,K-12 or pre-K-12,general students; English language learners; diverse learners,Curriculum Alignment; Assessment Development; Learning Management Systems; AI Tutoring Systems; Standards Gap Analysis; Learning Progression Research; Educational Data Mining; Policy Impact Studies; Lesson Planning; Scope & Sequence; Cross-Curricular Connections; Differentiated Instruction,Open (CC BY 4.0),Sufficient for review,3410,Robworks Software,USA,Hugging Face dataset repository,"Evidence: Hugging Face dataset: # California K-12 Comprehensive Educational Standards Dataset **The most complete and authoritative California K-12 educational standards dataset available** [![License: CC0-1.0](https://img.shields.io/badge/License-CC0%201.0-lightgrey.svg)](http://creativecommons.org/publicdomain/zero/1.0/) [![Dataset Size](https://img.shields.io/badge/Dataset%20Size-4.6MB-blue.svg)]() [![Standards Count](https://img.shields.io/badge/Standards-3,410-green.svg)]() [![Frameworks](https://img.shields.io/badge/Frameworks-14-orange.svg)]() ## Dataset Overview This dataset contains **3,410 com | Artifact: Hugging Face dataset repository | Notes: Artifact location: Hugging Face dataset repository.",Dataset/artifact likely available,Hugging Face dataset repository URL plus retained dataset inventory row.,Medium - plausible dataset public good; one or more factors need verification,"Dataset/artifact evidence is present, but license, documentation, access, or grade-span relevance still needs verification.",,,,2025-09-17,,True,v18 - verified
hf_dataset_8c1ba437e378,Luganda Pedagogy Examples for Teacher Companion AI,,https://huggingface.co/datasets/CraneAILabs/pedagogy-luganda-replaced,Dataset,Near Ready: documentation insufficient; relevance + license clear,Near Ready: documentation insufficient; relevance + license clear. Relevance: Education relevance; grade span unclear or broader than K-12; Documentation: Partial documentation; License: Open/reusable license.,Education relevance; grade span unclear or broader than K-12,Partial documentation,Open/reusable license,Foundational literacy; Language acquisition (Luganda),P1-P3,Other / unclear stated grade,teachers / educators,Training Luganda translation quality models; analyzing common AI translation errors for educational content,Open (Apache-2.0),Partial,299,Crane AI Labs,"Kampala, Uganda (R&D Hub)Delaware, USA (Crails, Inc. - Investment Vehicle)",Hugging Face dataset repository,"Evidence: Hugging Face dataset: ## Description 299 Luganda pedagogical examples where AI-generated translations were replaced with improved versions by native speakers. Companion to `CraneAILabs/pedagogy-luganda-reviewed`. Contains original and corrected translations with change metadata. ## Intended Use - Training Luganda translation quality models - Analyzing common AI translation errors for educational content ## Limitations - Limited to P1-P3 foundational literacy content - Replacements reflect individual translator preferences ## Authors Bakunga, Bronson and Mubiru, Kato Steven and Tukamushaba, Cat | Artifact: Hugging Face dataset repository | Notes: Artifact location: Hugging Face dataset repository.",Dataset/artifact likely available,Hugging Face dataset repository URL plus retained dataset inventory row.,Medium - plausible dataset public good; one or more factors need verification,"Dataset/artifact evidence is present, but license, documentation, access, or grade-span relevance still needs verification.",,,,2025-12-10,,True,v18 - verified
hf_dataset_a4eb32227aac,ruTeacherTalk: Teacher Talk Techniques in Russian Schools,,https://huggingface.co/datasets/ai-education/ruTeacherTalk,Dataset,Not Ready: multiple insufficiencies,Not Ready: multiple insufficiencies. Documentation and license/reuse terms both require follow-up. Note: Noncommercial license plus partial documentation.,Strong K-12 relevance,Partial documentation,Noncommercial/reuse constrained,Cross-subject,Primary / secondary,K-12 or pre-K-12,teachers/educators; general students,Research on teacher talk techniques; training models for text classification related to pedagogical styles; Teacher Companion AI,Non-commercial (CC BY-NC 4.0),Partial,114,ai-education,Not specified,Hugging Face dataset repository,"Evidence: Hugging Face dataset: Here, we present a dataset of lesson transcripts with annotation of 19 teacher talk techniques. The lessons were given in Russian non-selective public schools and correpond to 12 different school subjects. The dataset is divided in two groups, depending on the perspective (sociological or methodological) according to which the annotation was performed. In its turn, each group is divided in another two subgroups: the lessons transcribed by a human and lessons trancribed by an ASR model. The are 114 transcripts annotated with respect to the sociological perpsective [truncat | Artifact: Hugging Face dataset repository | Notes: Artifact location: Hugging Face dataset repository. | QC reclassification: Noncommercial license plus partial documentation.",Dataset/artifact likely available,Hugging Face dataset repository URL plus retained dataset inventory row.,Medium - plausible dataset public good; one or more factors need verification,"Dataset/artifact evidence is present, but license, documentation, access, or grade-span relevance still needs verification.",,,,2024-03-29,,True,v18 - verified
hf_dataset_1ecfbc17eb4b,NMT Education Parallel Data (English-Kinyarwanda),,https://huggingface.co/datasets/mbazaNLP/NMT_Education_parallel_data_en_kin,Dataset,Near Ready: documentation insufficient; relevance + license clear,Near Ready: documentation insufficient; relevance + license clear. Relevance: Education relevance; grade span unclear or broader than K-12; Documentation: Partial documentation; License: Open/reusable license.,Education relevance; grade span unclear or broader than K-12,Partial documentation,Open/reusable license,Language translation (English-Kinyarwanda); General education,Not specified,Other / unclear stated grade,teachers / educators; multilingual / language learners,Develop a machine translation model for bidirectional translation between Kinyarwanda and English for education-based sentences,Open (CC BY 4.0),Partial,0,mbazaNLP,Not specified,Hugging Face dataset repository,"Evidence: Hugging Face dataset: license: cc-by-2.0 task_categories: - translation language: - en - rw size_categories: - 10K<n<100K --- ## Dataset Description This dataset was created to develop a machine translation model for bidirectional translation between Kinyarwanda and English for education-based sentences, in particular for the [Atingi](https://www.atingi.org/) learning platform. - **Repository:**[link](https://github.com/Digital-Umuganda/twb_nllb_project_tourism_education) to the GitHub repository containing the code for training the model on this data, and the code for the collection of the mo | Artifact: Hugging Face dataset repository | Notes: Artifact location: Hugging Face dataset repository.",Dataset/artifact likely available,Hugging Face dataset repository URL plus retained dataset inventory row.,Medium - plausible dataset public good; one or more factors need verification,"Dataset/artifact evidence is present, but license, documentation, access, or grade-span relevance still needs verification.",,,,2023-08-23,,True,v18 - verified
hf_dataset_0e9bd60b80c6,Educational Query Classification Dataset,,https://huggingface.co/datasets/haider0941/Educational_Noneducational_Dataset,Dataset,Not Ready: multiple insufficiencies,Not Ready: multiple insufficiencies. Relevance: adjacent/weak for this public-goods inventory because the artifact is primarily an LLM-training/evaluation/embedding resource. Documentation: Sufficient documentation; License: Open/reusable license. Note: LLM/text-classifier training dataset rather than reusable K-12 education data.,Adjacent or weak education relevance,Sufficient documentation,Open/reusable license,Cross-subject,K-12,K-12 or pre-K-12,Not specified,"Training and evaluating models for classifying text queries as educational or non-educational, suitable for educational chatbots, content moderation, and automated tagging systems.",Open (CC BY 4.0),Sufficient for review,1889,Hugging Face,Not specified,Hugging Face dataset repository,"Evidence: Hugging Face dataset: # Dataset Card: Educational Query Classification Dataset ## Dataset Overview - **Dataset Name**: Educational Query Classification Dataset - **Language**: English - **License**: [Apache License 2.0](https://www.apache.org/licenses/LICENSE-2.0) - **Dataset Type**: Text Classification - **Version**: 1.0 (or specify your version) - **Size**: Approximately 1891 examples ## Description The Educational Query Classification Dataset is designed for training and evaluating models that classify text queries as either ""educational"" or ""non-educational."" The dataset consists of a dive | Artifact: Hugging Face dataset repository | Notes: Verify: population/stakeholder. | QC reclassification: LLM/text-classifier training dataset rather than reusable K-12 education data.",Dataset/artifact likely available,Hugging Face dataset repository URL plus retained dataset inventory row.,Exclude - paper/code only or weak education relevance,Education relevance is weak or needs targeted verification; not counted as a dataset public good until relevance is confirmed.,,,,2024-08-26,,True,v18 - verified
hf_dataset_5f018f76aa69,Vectorstore Dataset: Academic Tutoring,,https://huggingface.co/datasets/meetara-lab/vectorstore-academic_tutoring,Dataset,Not Ready: multiple insufficiencies,Not Ready: multiple insufficiencies. Relevance: adjacent/weak for this public-goods inventory because the artifact is primarily an LLM-training/evaluation/embedding resource. Documentation: Sufficient documentation; License: Open/reusable license. Note: Pre-computed vector embeddings artifact rather than underlying tutoring data.,Adjacent or weak education relevance,Sufficient documentation,Open/reusable license,Cross-subject; Tutoring-General,mixed,Other / unclear stated grade,general students,"Retrieval-Augmented Generation (RAG) applications, semantic search, knowledge base systems, homework help, study guide creation, concept clarification, exam preparation, and subject-specific tutoring.",Open (Apache-2.0),Sufficient for review,64845,meeTARA Lab,Not specified,Hugging Face dataset repository,"Evidence: Hugging Face dataset: # Vectorstore Dataset: Academic Tutoring ## Overview This dataset contains pre-computed vector embeddings for the **academic tutoring** domain, ready for use in Retrieval-Augmented Generation (RAG) applications, semantic search, and knowledge base systems. The embeddings are generated from high-quality source documents using state-of-the-art sentence transformers, making it easy to build production-ready RAG applications without the computational overhead of embedding generation. ## Key Features - ✅ **Pre-computed embeddings**: Ready-to-use vector embeddings, saving compu | Artifact: Hugging Face dataset repository | Notes: Artifact location: Hugging Face dataset repository. | QC reclassification: Pre-computed vector embeddings artifact rather than underlying tutoring data.",Dataset/artifact likely available,Hugging Face dataset repository URL plus retained dataset inventory row.,Exclude - paper/code only or weak education relevance,Education relevance is weak or needs targeted verification; not counted as a dataset public good until relevance is confirmed.,,,,2025-12-10,,True,v18 - verified
hf_dataset_8a4cf1288e03,Chess Explained SF6 K-12 Curriculum (20%),,https://huggingface.co/datasets/ritwika96/chess-explained-sf6-k12-curriculum-20pct,Dataset,Not Ready: multiple insufficiencies,Not Ready: multiple insufficiencies. Relevance: Strong K-12 relevance; Documentation: Minimal documentation / provenance check needed; License: No license or needs verification.,Strong K-12 relevance,Minimal documentation / provenance check needed,No license or needs verification,Cross-subject / general education,K-12,K-12 or pre-K-12,Not specified,Not specified in available evidence,No license specified,Minimal / none,20000,Hugging Face,Not specified,Hugging Face dataset repository,Evidence: Hugging Face dataset: Hugging Face dataset matching search term 'K-12'. | Artifact: Hugging Face dataset repository | Notes: License/reuse rights need verification. Verify: population/stakeholder; license.,Dataset/artifact likely available,Hugging Face dataset repository URL plus retained dataset inventory row.,Medium - plausible dataset public good; one or more factors need verification,"Dataset/artifact evidence is present, but license, documentation, access, or grade-span relevance still needs verification.",,,,2026-01-31,,True,v18 - verified
hf_dataset_066781833b8e,Chess Explained SF6 K-12 Curriculum (500k),,https://huggingface.co/datasets/ritwika96/chess-explained-sf6-k12-curriculum-500k,Dataset,Not Ready: multiple insufficiencies,Not Ready: multiple insufficiencies. Relevance: Strong K-12 relevance; Documentation: Minimal documentation / provenance check needed; License: No license or needs verification.,Strong K-12 relevance,Minimal documentation / provenance check needed,No license or needs verification,Cross-subject / general education,K-12,K-12 or pre-K-12,Not specified,Not specified in available evidence,No license specified,Minimal / none,500000,Hugging Face,Not specified,Hugging Face dataset repository,Evidence: Hugging Face dataset: Hugging Face dataset matching search term 'K-12'. | Artifact: Hugging Face dataset repository | Notes: License/reuse rights need verification. Verify: population/stakeholder; license.,Dataset/artifact likely available,Hugging Face dataset repository URL plus retained dataset inventory row.,Medium - plausible dataset public good; one or more factors need verification,"Dataset/artifact evidence is present, but license, documentation, access, or grade-span relevance still needs verification.",,,,2026-01-31,,True,v18 - verified
hf_dataset_fa6c8dda972f,robworks-software/k12-science-standards-expanded,,https://huggingface.co/datasets/robworks-software/k12-science-standards-expanded,Dataset,Near Ready: documentation insufficient; relevance + license clear,Downgraded after consistency audit: expanded/generated science-standards content needs provenance verification before Ready status.,Strong K-12 relevance,Partial documentation,Open/reusable license,Science; STEM,K-12,K-12 or pre-K-12,general students; teachers/educators; AI developers,Content generation; assessment; explanation generation; AI model training for science education; curriculum development; standards alignment.,Open (CC0-1.0),Sufficient for review,15354,Robworks Software,USA,Hugging Face dataset repository,"Evidence: Hugging Face dataset: # K-12 Science Standards Expanded Dataset ## Dataset Overview An expanded version of the [K-12 Science Standards](https://huggingface.co/datasets/robworks-software/k12-science-standards) dataset with additional generated content, real-world applications, and differentiation materials. Contains **15,354 examples** (train: 10,747 / validation: 2,303 / test: 2,304) spanning all K-12 grade levels and science domains. ## Key Statistics | Metric | Value | |--------|-------| | Total Examples | 15,354 | | Training Set | 10,747 (70%) | | Validation Set | 2,303 (15%) | | Test Set | | Artifact: Hugging Face dataset repository | Notes: Artifact location: Hugging Face dataset repository.",Dataset/artifact likely available,Hugging Face dataset repository URL plus retained dataset inventory row.,Medium - plausible dataset public good; one or more factors need verification,"Dataset/artifact evidence is present, but license, documentation, access, or grade-span relevance still needs verification.",,,,2025-09-17,,True,v18 - verified
hf_dataset_3543b0e5664e,robworks-software/k12-comprehensive-educational-dataset,,https://huggingface.co/datasets/robworks-software/k12-comprehensive-educational-dataset,Dataset,Near Ready: documentation insufficient; relevance + license clear,Downgraded after consistency audit: broad multi-source K-12 dataset needs source/provenance verification before Ready status.,Strong K-12 relevance,Partial documentation,Open/reusable license,Cross-subject; Educational Policy; Educational Statistics; Standards,K-12,K-12 or pre-K-12,teachers/educators; administrators; policy makers; researchers; AI developers,Educational policy development; research on K-12 education trends; AI model training for educational data analysis; curriculum and standards alignment; school administration.,Open (CC0-1.0),Sufficient for review,7855,Robworks Software,USA,Hugging Face dataset repository,"Evidence: Hugging Face dataset: # 🏫 K-12 Comprehensive Educational Dataset **The most comprehensive K-12 educational dataset combining 29 authoritative sources** ## Quick Start ```python from datasets import load_dataset # Load the dataset dataset = load_dataset(""robworks-software/k12-comprehensive-educational-dataset"") # Access different splits train_data = dataset['train'] val_data = dataset['validation'] test_data = dataset['test'] # Filter by category texas_data = train_data.filter(lambda x: x['_category'] == 'texas') standards = train_data.filter(lambda x: x['_category'] == 'standards') federal = t | Artifact: Hugging Face dataset repository | Notes: Artifact location: Hugging Face dataset repository.",Dataset/artifact likely available,Hugging Face dataset repository URL plus retained dataset inventory row.,Medium - plausible dataset public good; one or more factors need verification,"Dataset/artifact evidence is present, but license, documentation, access, or grade-span relevance still needs verification.",,,,,,True,v18 - verified
